Species,Class,Sex,Parameter,Mean,SD,Lower,Upper
Hydrochoerus hydrochaeris,Mammalia,Male,b1,0.795107528,0.071742386,0.665489963,0.947249606
Lagothrix lagotricha,Mammalia,Female,a0,-1.074717633,0.707300107,-2.612117799,0.155625998
Lagothrix lagotricha,Mammalia,Female,a1,5.528868924,3.416411694,0.973977935,13.29830231
Lagothrix lagotricha,Mammalia,Female,c,0.114539619,0.021285583,0.048663415,0.142026405
Lagothrix lagotricha,Mammalia,Female,b0,-8.38026281,3.522217999,-15.97688437,-2.86450767
Lagothrix lagotricha,Mammalia,Female,b1,0.110372105,0.095556732,0.003557022,0.357655526
Lagothrix lagotricha,Mammalia,Male,a0,-1.051408871,0.700757316,-2.600562761,0.129120322
Lagothrix lagotricha,Mammalia,Male,a1,6.865223154,2.925311303,2.093897289,13.36748408
Lagothrix lagotricha,Mammalia,Male,c,0.068210924,0.02491688,0.00959446,0.102437411
Lagothrix lagotricha,Mammalia,Male,b0,-6.394022551,3.126270132,-14.23288722,-2.854795183
Lagothrix lagotricha,Mammalia,Male,b1,0.098766719,0.073362362,0.011471336,0.295237848
Cercocebus atys,Mammalia,Female,a0,-2.049175279,0.849653301,-3.825237359,-0.503156238
Cercocebus atys,Mammalia,Female,a1,5.36034672,3.096862961,1.036016465,12.57187224
Cercocebus atys,Mammalia,Female,c,0.029320505,0.015012425,0.002068589,0.058204741
Cercocebus atys,Mammalia,Female,b0,-8.359709602,3.725959695,-17.39081536,-4.091133441
Cercocebus atys,Mammalia,Female,b1,0.260013295,0.148231805,0.078554743,0.613385796
Cercocebus atys,Mammalia,Male,a0,-2.57042753,0.8391279,-4.285643956,-0.954544472
Cercocebus atys,Mammalia,Male,a1,4.939322232,3.044543169,0.682671316,12.14526737
Cercocebus atys,Mammalia,Male,c,0.020594431,0.010875285,0.003355189,0.046028202
Cercocebus atys,Mammalia,Male,b0,-10.19848766,2.660734844,-16.08540418,-5.710948148
Cercocebus atys,Mammalia,Male,b1,0.48464367,0.146985494,0.229862885,0.806580032
Cercocebus torquatus,Mammalia,Female,a0,-1.408389693,0.545148817,-2.502710581,-0.386736632
Cercocebus torquatus,Mammalia,Female,a1,5.181465453,2.854809651,1.247608663,11.78677451
Cercocebus torquatus,Mammalia,Female,c,0.024741927,0.005638613,0.013963597,0.036162524
Cercocebus torquatus,Mammalia,Female,b0,-10.83980273,2.072059675,-15.54017568,-7.301856161
Cercocebus torquatus,Mammalia,Female,b1,0.405435839,0.089601219,0.248886549,0.604384851
Cercocebus torquatus,Mammalia,Male,a0,-1.004878193,0.48437407,-2.007780006,-0.101969532
Cercocebus torquatus,Mammalia,Male,a1,6.347393721,2.56762116,2.360001589,12.19187138
Cercocebus torquatus,Mammalia,Male,c,0.028752411,0.005641348,0.017678085,0.040106362
Cercocebus torquatus,Mammalia,Male,b0,-9.769546823,2.318382864,-15.15670878,-6.006453925
Cercocebus torquatus,Mammalia,Male,b1,0.300450023,0.090369231,0.145979124,0.506877638
Lutra lutra,Mammalia,Female,a0,-0.088482311,0.222972489,-0.543681569,0.327839224
Lutra lutra,Mammalia,Female,a1,7.141419676,1.614237203,4.313158248,10.6544967
Lutra lutra,Mammalia,Female,c,0.062677828,0.006319023,0.050114253,0.075006193
Lutra lutra,Mammalia,Female,b0,-7.24479595,0.749928929,-8.816675679,-5.878646646
Lutra lutra,Mammalia,Female,b1,0.398339971,0.049330563,0.307470403,0.49925649
Lutra lutra,Mammalia,Male,a0,-0.132878759,0.219856727,-0.570502874,0.281744952
Lutra lutra,Mammalia,Male,a1,6.983025381,1.501616817,4.447814804,10.29693016
Lutra lutra,Mammalia,Male,c,0.072957952,0.008127863,0.055461544,0.088027319
Lutra lutra,Mammalia,Male,b0,-6.339735637,0.758959147,-7.915857834,-4.929624765
Lutra lutra,Mammalia,Male,b1,0.352238153,0.052699917,0.251134443,0.458695327
Pteronura brasiliensis,Mammalia,Female,a0,2.043340741,0.159306909,1.727457419,2.348357432
Pteronura brasiliensis,Mammalia,Female,a1,11.97664213,1.724466472,8.831147194,15.47297821
Pteronura brasiliensis,Mammalia,Female,c,0.051617186,0.010264451,0.032585433,0.072418249
Pteronura brasiliensis,Mammalia,Female,b0,-10.05800016,2.290754848,-14.88738615,-6.000624386
Pteronura brasiliensis,Mammalia,Female,b1,0.546578686,0.153168254,0.263845447,0.856020497
Pteronura brasiliensis,Mammalia,Male,a0,2.581934969,0.122318272,2.339800194,2.826599096
Pteronura brasiliensis,Mammalia,Male,a1,16.07353148,1.749541736,12.90575524,19.82590562
Pteronura brasiliensis,Mammalia,Male,c,0.06062908,0.010679045,0.04058068,0.082193832
Pteronura brasiliensis,Mammalia,Male,b0,-9.817235157,2.638591175,-15.46363071,-5.061217519
Pteronura brasiliensis,Mammalia,Male,b1,0.519962101,0.197342993,0.115433055,0.918379259
Callithrix penicillata,Mammalia,Female,a0,-0.921286411,0.583302375,-2.230409294,0.025890504
Callithrix penicillata,Mammalia,Female,a1,9.869729602,3.279698224,4.151801867,17.00068908
Callithrix penicillata,Mammalia,Female,c,0.144453366,0.025427782,0.065179471,0.175072404
Callithrix penicillata,Mammalia,Female,b0,-8.008505349,3.571034908,-15.71339983,-2.645716035
Callithrix penicillata,Mammalia,Female,b1,0.202292073,0.162651916,0.00860696,0.599788188
Callithrix penicillata,Mammalia,Male,a0,0.12736653,0.296893387,-0.484869064,0.677866395
Callithrix penicillata,Mammalia,Male,a1,9.704410555,2.434585257,5.590907834,15.07546074
Callithrix penicillata,Mammalia,Male,c,0.086017797,0.040124913,0.006785443,0.148386134
Callithrix penicillata,Mammalia,Male,b0,-4.463983461,2.203016814,-10.8213596,-2.367220753
Callithrix penicillata,Mammalia,Male,b1,0.139767903,0.088663412,0.038521697,0.378960756
Pteropus hypomelanus,Mammalia,Female,a0,-1.130471818,0.449662883,-2.109430511,-0.323480301
Pteropus hypomelanus,Mammalia,Female,a1,3.117499572,1.317350528,0.858491161,5.9971268
Pteropus hypomelanus,Mammalia,Female,c,0.019310721,0.003988563,0.011843978,0.027465932
Pteropus hypomelanus,Mammalia,Female,b0,-11.44473671,1.562920231,-14.74951889,-8.763761813
Pteropus hypomelanus,Mammalia,Female,b1,0.365431875,0.058548195,0.263067541,0.487803051
Pteropus hypomelanus,Mammalia,Male,a0,-1.269086428,0.558408204,-2.456747919,-0.276412281
Pteropus hypomelanus,Mammalia,Male,a1,5.152441998,2.158903008,1.390417937,9.899915575
Pteropus hypomelanus,Mammalia,Male,c,0.038838825,0.00737241,0.023497275,0.052850243
Pteropus hypomelanus,Mammalia,Male,b0,-9.150144486,2.382621189,-14.34286285,-5.144068389
Pteropus hypomelanus,Mammalia,Male,b1,0.267700229,0.097850548,0.086444741,0.47276089
Pteropus livingstonii,Mammalia,Female,a0,-2.016933947,0.558430122,-3.207945471,-1.005797504
Pteropus livingstonii,Mammalia,Female,a1,2.0566646,1.641543847,0.401777209,6.65552133
Pteropus livingstonii,Mammalia,Female,c,0.024353406,0.010386219,0.005337951,0.045760705
Pteropus livingstonii,Mammalia,Female,b0,-8.916908405,1.857675515,-13.0001188,-5.728511624
Pteropus livingstonii,Mammalia,Female,b1,0.392382892,0.097124723,0.220408374,0.594840778
Pteropus livingstonii,Mammalia,Male,a0,-0.324290833,0.403417229,-1.149788565,0.415473136
Pteropus livingstonii,Mammalia,Male,a1,7.475666057,2.259602001,3.795097641,12.5150663
Pteropus livingstonii,Mammalia,Male,c,0.017569631,0.010481527,0.001054242,0.039026491
Pteropus livingstonii,Mammalia,Male,b0,-6.0471274,1.471293897,-9.711262706,-4.239827047
Pteropus livingstonii,Mammalia,Male,b1,0.216935696,0.072611665,0.118561667,0.398697819
Pteropus lylei,Mammalia,Female,a0,-2.296595581,0.386092763,-3.119951331,-1.614184564
Pteropus lylei,Mammalia,Female,a1,1.644678987,1.009856084,0.546307767,4.143464774
Pteropus lylei,Mammalia,Female,c,0.055580527,0.005495486,0.044716164,0.066150605
Pteropus lylei,Mammalia,Female,b0,-12.80272049,2.846221238,-18.77583954,-7.292689292
Pteropus lylei,Mammalia,Female,b1,0.474559525,0.133486088,0.211393295,0.747258605
Pteropus lylei,Mammalia,Male,a0,-1.545594517,0.455439217,-2.454500913,-0.683059495
Pteropus lylei,Mammalia,Male,a1,6.557136243,3.675966703,1.4636897,15.41442698
Pteropus lylei,Mammalia,Male,c,0.050340071,0.012424908,0.014965887,0.066923082
Pteropus lylei,Mammalia,Male,b0,-6.580973089,2.021431897,-11.49807254,-3.527364194
Pteropus lylei,Mammalia,Male,b1,0.193939921,0.0904586,0.056235133,0.406708845
Pteropus rodricensis,Mammalia,Female,a0,-0.461987175,0.171511333,-0.802718731,-0.13432997
Pteropus rodricensis,Mammalia,Female,a1,6.240984271,1.285786519,4.0804933,9.048951636
Pteropus rodricensis,Mammalia,Female,c,0.065208385,0.004399945,0.055678688,0.073119585
Pteropus rodricensis,Mammalia,Female,b0,-7.565384107,1.103160358,-10.02564046,-5.703507384
Pteropus rodricensis,Mammalia,Female,b1,0.263188175,0.05070233,0.176569732,0.375242051
Pteropus rodricensis,Mammalia,Male,a0,-0.300265482,0.139328723,-0.573086935,-0.024093894
Pteropus rodricensis,Mammalia,Male,a1,6.127091491,0.940118107,4.509380863,8.219455402
Pteropus rodricensis,Mammalia,Male,c,0.021088137,0.012088521,0.001205901,0.044995395
Pteropus rodricensis,Mammalia,Male,b0,-3.567530073,0.340663538,-4.331166025,-3.063639009
Pteropus rodricensis,Mammalia,Male,b1,0.110325474,0.017189535,0.082906028,0.148975647
Galictis vittata,Mammalia,Female,a0,-0.5935335,0.693960175,-2.069962091,0.653659507
Galictis vittata,Mammalia,Female,a1,8.067131634,3.235198169,2.466178051,15.08105265
Galictis vittata,Mammalia,Female,c,0.028819974,0.019818428,0.001513164,0.074939429
Galictis vittata,Mammalia,Female,b0,-6.316189078,1.836907994,-11.17464622,-4.062112
Galictis vittata,Mammalia,Female,b1,0.504620629,0.171709209,0.266165879,0.941956737
Galictis vittata,Mammalia,Male,a0,-2.359961359,0.867304842,-4.136987194,-0.74174303
Galictis vittata,Mammalia,Male,a1,4.318087947,2.992160969,0.505634713,11.44359164
Galictis vittata,Mammalia,Male,c,0.032521182,0.021953062,0.001712728,0.083534441
Galictis vittata,Mammalia,Male,b0,-5.897081204,1.469870489,-9.308494249,-3.731723596
Galictis vittata,Mammalia,Male,b1,0.453651974,0.141628195,0.215609254,0.769699297
Gulo gulo,Mammalia,Female,a0,-0.562740642,0.353011011,-1.260694218,0.106835144
Gulo gulo,Mammalia,Female,a1,5.562415049,2.20270254,2.581403895,11.25981308
Gulo gulo,Mammalia,Female,c,0.016463421,0.006188748,0.004596285,0.028598972
Gulo gulo,Mammalia,Female,b0,-7.06819162,0.81209062,-8.783542649,-5.590981472
Gulo gulo,Mammalia,Female,b1,0.379307103,0.053709153,0.27976809,0.487523918
Gulo gulo,Mammalia,Male,a0,-0.08335153,0.336149163,-0.760237323,0.53584738
Gulo gulo,Mammalia,Male,a1,8.691672804,2.718848086,4.411183679,14.81824406
Gulo gulo,Mammalia,Male,c,0.028128686,0.005765005,0.017121364,0.039826807
Gulo gulo,Mammalia,Male,b0,-8.877438322,1.113483739,-11.27802221,-6.868815099
Gulo gulo,Mammalia,Male,b1,0.502757101,0.07228103,0.371429883,0.654170686
Martes flavigula,Mammalia,Female,a0,-0.078545181,0.270848855,-0.635903725,0.428769319
Martes flavigula,Mammalia,Female,a1,4.136094906,1.038298875,2.383271291,6.428859689
Martes flavigula,Mammalia,Female,c,0.021731961,0.008845486,0.00475524,0.039580757
Martes flavigula,Mammalia,Female,b0,-7.255721001,1.171180717,-9.827694489,-5.21945835
Martes flavigula,Mammalia,Female,b1,0.437163796,0.085517577,0.283101544,0.618819264
Martes flavigula,Mammalia,Male,a0,0.500268378,0.34501222,-0.198068527,1.154416666
Martes flavigula,Mammalia,Male,a1,12.18576997,3.066086425,6.87242877,18.78855512
Martes flavigula,Mammalia,Male,c,0.032647561,0.009407112,0.013155769,0.05133715
Martes flavigula,Mammalia,Male,b0,-9.357348318,2.236761145,-14.25714027,-5.640779685
Martes flavigula,Mammalia,Male,b1,0.569427537,0.154539117,0.304640754,0.908553073
Cercopithecus ascanius,Mammalia,Female,a0,-2.238654179,0.726820585,-3.770797571,-0.959420127
Cercopithecus ascanius,Mammalia,Female,a1,6.841671578,3.142324553,1.803377879,13.73060236
Cercopithecus ascanius,Mammalia,Female,c,0.010972309,0.008101939,0.00046739,0.030014292
Cercopithecus ascanius,Mammalia,Female,b0,-4.955616335,0.790672002,-6.930018693,-3.972869704
Cercopithecus ascanius,Mammalia,Female,b1,0.113505494,0.030102048,0.070599554,0.184227665
Cercopithecus ascanius,Mammalia,Male,a0,-1.25330654,0.616008956,-2.535122494,-0.187370288
Cercopithecus ascanius,Mammalia,Male,a1,7.753552755,3.14125334,2.376329014,14.45558663
Cercopithecus ascanius,Mammalia,Male,c,0.039819142,0.00818383,0.021238604,0.054623093
Cercopithecus ascanius,Mammalia,Male,b0,-9.092672107,2.582306626,-14.71873027,-4.745723336
Cercopithecus ascanius,Mammalia,Male,b1,0.270865683,0.100124533,0.098866882,0.48670308
Cercopithecus cephus,Mammalia,Female,a0,-2.399864998,0.881460455,-4.220662059,-0.742603576
Cercopithecus cephus,Mammalia,Female,a1,4.32005662,2.901079258,0.431969594,11.22489383
Cercopithecus cephus,Mammalia,Female,c,0.066151924,0.020495075,0.019235181,0.102276637
Cercopithecus cephus,Mammalia,Female,b0,-8.236987054,3.274456399,-15.7439333,-3.523507633
Cercopithecus cephus,Mammalia,Female,b1,0.232460143,0.129145054,0.040080911,0.529794222
Cercopithecus cephus,Mammalia,Male,a0,-2.257826108,0.844290561,-3.974140954,-0.73004354
Cercopithecus cephus,Mammalia,Male,a1,4.047635463,2.676622424,0.5740124,10.8822535
Cercopithecus cephus,Mammalia,Male,c,0.045463515,0.016662599,0.008456368,0.076064934
Cercopithecus cephus,Mammalia,Male,b0,-7.654894182,2.794599924,-13.90356183,-3.729810105
Cercopithecus cephus,Mammalia,Male,b1,0.190341991,0.093239411,0.050374497,0.398337016
Cercopithecus diana,Mammalia,Female,a0,-1.341492615,0.519944856,-2.450379197,-0.442768256
Cercopithecus diana,Mammalia,Female,a1,8.334154228,3.199159432,2.642161886,15.04988867
Cercopithecus diana,Mammalia,Female,c,0.040683039,0.004934233,0.030866292,0.050457734
Cercopithecus diana,Mammalia,Female,b0,-9.881658152,1.788585767,-13.89618781,-6.789591846
Cercopithecus diana,Mammalia,Female,b1,0.313252807,0.069677324,0.188915629,0.466975513
Cercopithecus diana,Mammalia,Male,a0,-0.035578575,0.34269545,-0.736303205,0.577390141
Cercopithecus diana,Mammalia,Male,a1,14.17184495,3.346768135,8.023394529,20.95258759
Cercopithecus diana,Mammalia,Male,c,0.045280351,0.005425438,0.034923967,0.056071738
Cercopithecus diana,Mammalia,Male,b0,-8.66154254,1.265498556,-11.36882442,-6.339001461
Cercopithecus diana,Mammalia,Male,b1,0.276147961,0.050325487,0.181070266,0.380519239
Cercopithecus mitis,Mammalia,Female,a0,-0.781986873,0.469931739,-1.718573237,0.143122174
Cercopithecus mitis,Mammalia,Female,a1,4.15132717,2.479633384,1.308570443,10.63016248
Cercopithecus mitis,Mammalia,Female,c,0.020873551,0.010322658,0.00187138,0.041255714
Cercopithecus mitis,Mammalia,Female,b0,-6.478704566,1.48038347,-10.02894365,-4.457127908
Cercopithecus mitis,Mammalia,Female,b1,0.203169663,0.062977887,0.109905517,0.349637363
Cercopithecus mitis,Mammalia,Male,a0,-0.106334866,0.457511856,-1.041466888,0.728240969
Cercopithecus mitis,Mammalia,Male,a1,9.375718704,2.75516776,4.531659172,15.04932117
Cercopithecus mitis,Mammalia,Male,c,0.032437054,0.015145335,0.003387573,0.060662383
Cercopithecus mitis,Mammalia,Male,b0,-6.099224191,2.131188421,-11.6354385,-3.651280346
Cercopithecus mitis,Mammalia,Male,b1,0.175108703,0.084991973,0.069091647,0.393345542
Cercopithecus hamlyni,Mammalia,Female,a0,-1.736407858,0.709641985,-3.277583998,-0.455335212
Cercopithecus hamlyni,Mammalia,Female,a1,4.548332242,2.554042656,0.92687844,10.41393479
Cercopithecus hamlyni,Mammalia,Female,c,0.029839444,0.01135238,0.006024328,0.051241699
Cercopithecus hamlyni,Mammalia,Female,b0,-8.281676504,2.37031117,-13.71137072,-4.692140576
Cercopithecus hamlyni,Mammalia,Female,b1,0.300771426,0.10550176,0.135355819,0.540106681
Cercopithecus hamlyni,Mammalia,Male,a0,-1.404326444,0.633403849,-2.795300814,-0.293320232
Cercopithecus hamlyni,Mammalia,Male,a1,3.381133173,2.17016651,0.842402952,9.199520473
Cercopithecus hamlyni,Mammalia,Male,c,0.025609412,0.014848986,0.001676367,0.056485134
Cercopithecus hamlyni,Mammalia,Male,b0,-6.181281634,1.588250786,-9.986215554,-3.943091087
Cercopithecus hamlyni,Mammalia,Male,b1,0.221785923,0.079792925,0.098004786,0.404945968
Eira barbara,Mammalia,Female,a0,-0.985177407,0.46913394,-1.940094295,-0.109095245
Eira barbara,Mammalia,Female,a1,4.510717552,1.654676989,2.011724179,8.390817637
Eira barbara,Mammalia,Female,c,0.010331215,0.007627358,0.000385737,0.028442053
Eira barbara,Mammalia,Female,b0,-5.742616339,0.911684253,-7.914853742,-4.423191064
Eira barbara,Mammalia,Female,b1,0.246099289,0.05903396,0.149825474,0.37682901
Eira barbara,Mammalia,Male,a0,-0.890962435,0.490739193,-1.905592474,0.037898267
Eira barbara,Mammalia,Male,a1,4.406714273,2.201913255,1.650431852,9.98313472
Eira barbara,Mammalia,Male,c,0.022611257,0.009208101,0.00373422,0.040733417
Eira barbara,Mammalia,Male,b0,-9.755270902,2.742985133,-15.50879755,-5.518805562
Eira barbara,Mammalia,Male,b1,0.507784206,0.168302679,0.237616607,0.860211485
Onychogalea fraenata,Mammalia,Female,a0,-1.579204591,0.756300677,-3.27042462,-0.277364101
Onychogalea fraenata,Mammalia,Female,a1,3.431893787,2.484623188,0.598759621,9.979705693
Onychogalea fraenata,Mammalia,Female,c,0.075417383,0.029961823,0.013009095,0.128861089
Onychogalea fraenata,Mammalia,Female,b0,-6.734764183,1.6785754,-10.52039348,-4.01954172
Onychogalea fraenata,Mammalia,Female,b1,0.673699991,0.182364354,0.367313983,1.073797261
Onychogalea fraenata,Mammalia,Male,a0,-2.007709497,0.851386541,-3.843276947,-0.520705604
Onychogalea fraenata,Mammalia,Male,a1,4.161676048,2.742635423,0.621210772,11.16399345
Onychogalea fraenata,Mammalia,Male,c,0.089436833,0.050085712,0.005010351,0.185081536
Onychogalea fraenata,Mammalia,Male,b0,-4.28300392,1.497108032,-8.291724241,-2.498624097
Onychogalea fraenata,Mammalia,Male,b1,0.440733439,0.171267724,0.222916238,0.882931286
Pteropus vampyrus,Mammalia,Female,a0,-0.65279264,0.408108241,-1.525332291,0.060062857
Pteropus vampyrus,Mammalia,Female,a1,4.620634618,2.182092078,1.144089646,9.430731126
Pteropus vampyrus,Mammalia,Female,c,0.041870427,0.00514956,0.03103204,0.051665822
Pteropus vampyrus,Mammalia,Female,b0,-11.41777146,2.206798452,-16.35670748,-7.688489854
Pteropus vampyrus,Mammalia,Female,b1,0.399467921,0.09634711,0.229131822,0.611956605
Pteropus vampyrus,Mammalia,Male,a0,-1.269186105,0.302674738,-1.8523203,-0.654951573
Pteropus vampyrus,Mammalia,Male,a1,2.229207092,0.927169934,1.018112768,4.511177045
Pteropus vampyrus,Mammalia,Male,c,0.019950146,0.007456132,0.003416865,0.032733887
Pteropus vampyrus,Mammalia,Male,b0,-6.433118899,1.126338994,-8.810787298,-4.521764213
Pteropus vampyrus,Mammalia,Male,b1,0.190325083,0.050670048,0.102956587,0.295572559
Rousettus aegyptiacus,Mammalia,Female,a0,0.376078515,0.16382478,0.050905257,0.695437437
Rousettus aegyptiacus,Mammalia,Female,a1,9.932519328,1.792740804,6.883972958,13.77174906
Rousettus aegyptiacus,Mammalia,Female,c,0.037940596,0.019650788,0.002847407,0.074367184
Rousettus aegyptiacus,Mammalia,Female,b0,-3.460636457,0.549136941,-4.763189924,-2.702048971
Rousettus aegyptiacus,Mammalia,Female,b1,0.099262486,0.028701069,0.059089996,0.169080427
Rousettus aegyptiacus,Mammalia,Male,a0,0.797040961,0.151318973,0.483806613,1.077118418
Rousettus aegyptiacus,Mammalia,Male,a1,15.15977168,2.091845553,11.14599515,19.32439548
Rousettus aegyptiacus,Mammalia,Male,c,0.027053499,0.016168105,0.001497559,0.059557187
Rousettus aegyptiacus,Mammalia,Male,b0,-3.303903726,0.39067243,-4.203125665,-2.771533193
Rousettus aegyptiacus,Mammalia,Male,b1,0.104417426,0.021337333,0.07201792,0.153487995
Kerodon rupestris,Mammalia,Female,a0,0.539978921,0.243361474,0.035884064,0.985711575
Kerodon rupestris,Mammalia,Female,a1,17.27875215,3.21746705,11.3539541,23.90448037
Kerodon rupestris,Mammalia,Female,c,0.233046644,0.018038748,0.200851232,0.266538611
Kerodon rupestris,Mammalia,Female,b0,-9.661364599,2.676140149,-15.23884468,-4.605519815
Kerodon rupestris,Mammalia,Female,b1,0.770901237,0.329287065,0.062836035,1.379420768
